Jurisdiction of Occurrence,MMWR Year,MMWR Week,"covid19_u071_underlying"
South Carolina,2021,2,475
South Carolina,2021,3,495
South Carolina,2021,4,427
South Carolina,2021,5,363
South Carolina,2021,6,288
South Carolina,2021,7,205
South Carolina,2021,8,178
South Carolina,2021,9,132
South Carolina,2021,10,110
South Carolina,2021,11,80
South Carolina,2021,12,79
South Carolina,2021,13,69
South Carolina,2021,14,73
South Carolina,2021,15,68
South Carolina,2021,16,74
South Carolina,2021,17,66
South Carolina,2021,18,54
South Carolina,2021,19,55
South Carolina,2021,20,29
South Carolina,2021,21,27
South Carolina,2021,22,24
South Carolina,2021,23,26
South Carolina,2021,24,16
South Carolina,2021,25,15
South Carolina,2021,26,15
South Carolina,2021,27,18
South Carolina,2021,28,18
South Carolina,2021,29,33
South Carolina,2021,30,54
South Carolina,2021,31,108
South Carolina,2021,32,185
South Carolina,2021,33,263
South Carolina,2021,34,349
South Carolina,2021,35,390
South Carolina,2021,36,453
South Carolina,2021,37,509
South Carolina,2021,38,447
South Carolina,2021,39,360
South Carolina,2021,40,314
South Carolina,2021,41,231
South Carolina,2021,42,186
South Carolina,2021,43,123
South Carolina,2021,44,98
South Carolina,2021,45,89
South Carolina,2021,46,90
South Carolina,2021,47,83
South Carolina,2021,48,61
South Carolina,2021,49,77
South Carolina,2021,50,85
South Carolina,2021,51,105
South Carolina,2021,52,113
South Carolina,2022,1,97
South Carolina,2022,2,164
South Carolina,2022,3,230
South Carolina,2022,4,381
South Carolina,2022,5,367
South Carolina,2022,6,309
South Carolina,2022,7,196
South Carolina,2022,8,127
South Carolina,2022,9,55
South Carolina,2022,10,46
South Carolina,2022,11,21
South Carolina,2022,12,13
South Dakota,2020,1,0
South Dakota,2020,2,0
South Dakota,2020,3,0
South Dakota,2020,4,0
South Dakota,2020,5,0
South Dakota,2020,6,0
South Dakota,2020,7,0
South Dakota,2020,8,0
South Dakota,2020,9,0
South Dakota,2020,10,0
South Dakota,2020,11,
South Dakota,2020,12,0
South Dakota,2020,13,
South Dakota,2020,14,
South Dakota,2020,15,
South Dakota,2020,16,
South Dakota,2020,17,
South Dakota,2020,18,16
South Dakota,2020,19,15
South Dakota,2020,20,
South Dakota,2020,21,
South Dakota,2020,22,10
South Dakota,2020,23,
South Dakota,2020,24,11
South Dakota,2020,25,12
South Dakota,2020,26,10
South Dakota,2020,27,
South Dakota,2020,28,14
South Dakota,2020,29,
South Dakota,2020,30,13
South Dakota,2020,31,
South Dakota,2020,32,
South Dakota,2020,33,10
South Dakota,2020,34,10
South Dakota,2020,35,12
South Dakota,2020,36,18
South Dakota,2020,37,16
South Dakota,2020,38,21
South Dakota,2020,39,31
South Dakota,2020,40,37
South Dakota,2020,41,37
South Dakota,2020,42,51
South Dakota,2020,43,57
South Dakota,2020,44,79
South Dakota,2020,45,142
South Dakota,2020,46,156
South Dakota,2020,47,166
South Dakota,2020,48,155
South Dakota,2020,49,135
South Dakota,2020,50,126
South Dakota,2020,51,89
South Dakota,2020,52,50
South Dakota,2020,53,44
South Dakota,2021,1,56
South Dakota,2021,2,31
South Dakota,2021,3,31
South Dakota,2021,4,23
South Dakota,2021,5,25
South Dakota,2021,6,14
South Dakota,2021,7,
South Dakota,2021,8,10
South Dakota,2021,9,
South Dakota,2021,10,
South Dakota,2021,11,
South Dakota,2021,12,
South Dakota,2021,13,
South Dakota,2021,14,
South Dakota,2021,15,
South Dakota,2021,16,
South Dakota,2021,17,10
South Dakota,2021,18,
South Dakota,2021,19,
South Dakota,2021,20,
South Dakota,2021,21,
South Dakota,2021,22,
South Dakota,2021,23,
South Dakota,2021,24,
South Dakota,2021,25,
South Dakota,2021,26,
South Dakota,2021,27,0
South Dakota,2021,28,
South Dakota,2021,29,
South Dakota,2021,30,
South Dakota,2021,31,
South Dakota,2021,32,
South Dakota,2021,33,10
South Dakota,2021,34,11
South Dakota,2021,35,28
South Dakota,2021,36,18
South Dakota,2021,37,21
South Dakota,2021,38,30
South Dakota,2021,39,30
South Dakota,2021,40,20
South Dakota,2021,41,25
South Dakota,2021,42,28
South Dakota,2021,43,25
South Dakota,2021,44,24
South Dakota,2021,45,30
South Dakota,2021,46,30
South Dakota,2021,47,38
South Dakota,2021,48,32
South Dakota,2021,49,30
South Dakota,2021,50,51
South Dakota,2021,51,30
South Dakota,2021,52,33
South Dakota,2022,1,49
South Dakota,2022,2,32
South Dakota,2022,3,31
South Dakota,2022,4,41
South Dakota,2022,5,37
South Dakota,2022,6,26
South Dakota,2022,7,26
South Dakota,2022,8,
South Dakota,2022,9,
South Dakota,2022,10,13
South Dakota,2022,11,0
South Dakota,2022,12,0
Tennessee,2020,1,0
Tennessee,2020,2,0
Tennessee,2020,3,0
Tennessee,2020,4,0
Tennessee,2020,5,0
Tennessee,2020,6,0
Tennessee,2020,7,0
Tennessee,2020,8,0
Tennessee,2020,9,0
Tennessee,2020,10,0
Tennessee,2020,11,0
Tennessee,2020,12,
Tennessee,2020,13,11
Tennessee,2020,14,56
Tennessee,2020,15,52
Tennessee,2020,16,42
Tennessee,2020,17,30
Tennessee,2020,18,36
Tennessee,2020,19,47
Tennessee,2020,20,51
Tennessee,2020,21,30
Tennessee,2020,22,42
Tennessee,2020,23,37
Tennessee,2020,24,35
Tennessee,2020,25,58
Tennessee,2020,26,58
Tennessee,2020,27,71
Tennessee,2020,28,101
Tennessee,2020,29,115
Tennessee,2020,30,140
Tennessee,2020,31,156
Tennessee,2020,32,165
Tennessee,2020,33,161
Tennessee,2020,34,130
Tennessee,2020,35,162
Tennessee,2020,36,134
Tennessee,2020,37,170
Tennessee,2020,38,147
Tennessee,2020,39,160
Tennessee,2020,40,125
Tennessee,2020,41,167
Tennessee,2020,42,198
Tennessee,2020,43,216
Tennessee,2020,44,244
Tennessee,2020,45,257
Tennessee,2020,46,277
Tennessee,2020,47,370
Tennessee,2020,48,405
Tennessee,2020,49,487
Tennessee,2020,50,487
Tennessee,2020,51,564
Tennessee,2020,52,653
Tennessee,2020,53,619
Tennessee,2021,1,724
Tennessee,2021,2,636
Tennessee,2021,3,595
Tennessee,2021,4,448
Tennessee,2021,5,309
Tennessee,2021,6,213
Tennessee,2021,7,213
Tennessee,2021,8,152
Tennessee,2021,9,138
Tennessee,2021,10,130
Tennessee,2021,11,83
Tennessee,2021,12,111
Tennessee,2021,13,91
Tennessee,2021,14,113
Tennessee,2021,15,89
Tennessee,2021,16,104
Tennessee,2021,17,97
Tennessee,2021,18,100
Tennessee,2021,19,102
Tennessee,2021,20,96
Tennessee,2021,21,68
Tennessee,2021,22,60
Tennessee,2021,23,48
Tennessee,2021,24,31
Tennessee,2021,25,31
Tennessee,2021,26,24
Tennessee,2021,27,33
Tennessee,2021,28,33
Tennessee,2021,29,75
Tennessee,2021,30,90
Tennessee,2021,31,154
Tennessee,2021,32,295
Tennessee,2021,33,371
Tennessee,2021,34,498
Tennessee,2021,35,621
Tennessee,2021,36,686
Tennessee,2021,37,744
Tennessee,2021,38,698
Tennessee,2021,39,539
Tennessee,2021,40,462
Tennessee,2021,41,339
Tennessee,2021,42,288
Tennessee,2021,43,203
Tennessee,2021,44,141
Tennessee,2021,45,176
Tennessee,2021,46,130
Tennessee,2021,47,124
Tennessee,2021,48,163
Tennessee,2021,49,181
Tennessee,2021,50,167
Tennessee,2021,51,187
Tennessee,2021,52,223
Tennessee,2022,1,307
Tennessee,2022,2,409
Tennessee,2022,3,453
Tennessee,2022,4,505
Tennessee,2022,5,499
Tennessee,2022,6,494
Tennessee,2022,7,379
Tennessee,2022,8,243
Tennessee,2022,9,168
Tennessee,2022,10,83
Tennessee,2022,11,51
Tennessee,2022,12,33
Texas,2020,1,0
Texas,2020,2,0
Texas,2020,3,0
Texas,2020,4,0
Texas,2020,5,0
Texas,2020,6,0
Texas,2020,7,0
Texas,2020,8,0
Texas,2020,9,
Texas,2020,10,0
Texas,2020,11,0
Texas,2020,12,
Texas,2020,13,44
Texas,2020,14,126
Texas,2020,15,191
Texas,2020,16,230
Texas,2020,17,228
Texas,2020,18,224
Texas,2020,19,215
Texas,2020,20,236
Texas,2020,21,160
Texas,2020,22,206
Texas,2020,23,173
Texas,2020,24,208
Texas,2020,25,289
Texas,2020,26,405
Texas,2020,27,777
Texas,2020,28,1208
Texas,2020,29,1663
Texas,2020,30,1790
Texas,2020,31,1658
Texas,2020,32,1424
Texas,2020,33,1303
Texas,2020,34,940
Texas,2020,35,782
Texas,2020,36,641
Texas,2020,37,534
Texas,2020,38,468
Texas,2020,39,475
Texas,2020,40,385
Texas,2020,41,460
Texas,2020,42,505
Texas,2020,43,634
Texas,2020,44,827
Texas,2020,45,952
Texas,2020,46,1076
Texas,2020,47,1180
Texas,2020,48,1298
Texas,2020,49,1364
Texas,2020,50,1538
Texas,2020,51,1573
Texas,2020,52,1658
Texas,2020,53,1889
Texas,2021,1,2393
Texas,2021,2,2412
Texas,2021,3,2296
Texas,2021,4,2141
Texas,2021,5,1790
Texas,2021,6,1437
Texas,2021,7,1277
Texas,2021,8,1006
Texas,2021,9,770
Texas,2021,10,633
Texas,2021,11,520
Texas,2021,12,395
Texas,2021,13,308
Texas,2021,14,299
Texas,2021,15,298
Texas,2021,16,300
Texas,2021,17,266
Texas,2021,18,264
Texas,2021,19,244
Texas,2021,20,228
Texas,2021,21,232
Texas,2021,22,173
Texas,2021,23,150
Texas,2021,24,141
Texas,2021,25,136
Texas,2021,26,156
Texas,2021,27,152
Texas,2021,28,213
Texas,2021,29,311
Texas,2021,30,467
Texas,2021,31,791
Texas,2021,32,1329
Texas,2021,33,1764
Texas,2021,34,2118
Texas,2021,35,2221
Texas,2021,36,2126
Texas,2021,37,1995
Texas,2021,38,1835
Texas,2021,39,1575
Texas,2021,40,1254
Texas,2021,41,1003
Texas,2021,42,804
Texas,2021,43,607
Texas,2021,44,465
Texas,2021,45,420
Texas,2021,46,376
Texas,2021,47,382
Texas,2021,48,416
Texas,2021,49,450
Texas,2021,50,429
Texas,2021,51,438
Texas,2021,52,562
Texas,2022,1,746
Texas,2022,2,1148
Texas,2022,3,1515
Texas,2022,4,1706
Texas,2022,5,1502
Texas,2022,6,1276
Texas,2022,7,840
Texas,2022,8,551
Texas,2022,9,303
Texas,2022,10,186
Texas,2022,11,137
Texas,2022,12,58
Utah,2020,1,0
Utah,2020,2,0
Utah,2020,3,0
Utah,2020,4,0
Utah,2020,5,0
Utah,2020,6,0
Utah,2020,7,0
Utah,2020,8,0
Utah,2020,9,0
Utah,2020,10,0
Utah,2020,11,0
Utah,2020,12,0
Utah,2020,13,
Utah,2020,14,
Utah,2020,15,
Utah,2020,16,
Utah,2020,17,14
Utah,2020,18,11
Utah,2020,19,17
Utah,2020,20,16
Utah,2020,21,14
Utah,2020,22,12
Utah,2020,23,10
Utah,2020,24,17
Utah,2020,25,14
Utah,2020,26,12
Utah,2020,27,18
Utah,2020,28,33
Utah,2020,29,25
Utah,2020,30,37
Utah,2020,31,25
Utah,2020,32,26
Utah,2020,33,23
Utah,2020,34,13
Utah,2020,35,10
Utah,2020,36,15
Utah,2020,37,10
Utah,2020,38,
Utah,2020,39,18
Utah,2020,40,24
Utah,2020,41,39
Utah,2020,42,32
Utah,2020,43,35
Utah,2020,44,48
Utah,2020,45,64
Utah,2020,46,70
Utah,2020,47,101
Utah,2020,48,104
Utah,2020,49,113
Utah,2020,50,121
Utah,2020,51,110
Utah,2020,52,93
Utah,2020,53,83
Utah,2021,1,97
Utah,2021,2,92
Utah,2021,3,91
Utah,2021,4,72
Utah,2021,5,50
Utah,2021,6,38
Utah,2021,7,27
Utah,2021,8,28
Utah,2021,9,32
Utah,2021,10,21
Utah,2021,11,21
Utah,2021,12,12
Utah,2021,13,10
Utah,2021,14,
Utah,2021,15,
Utah,2021,16,20
Utah,2021,17,12
Utah,2021,18,11
Utah,2021,19,11
Utah,2021,20,19
Utah,2021,21,10
Utah,2021,22,10
Utah,2021,23,13
Utah,2021,24,12
Utah,2021,25,22
Utah,2021,26,15
Utah,2021,27,23
Utah,2021,28,18
Utah,2021,29,27
Utah,2021,30,37
Utah,2021,31,46
Utah,2021,32,44
Utah,2021,33,58
Utah,2021,34,57
Utah,2021,35,68
Utah,2021,36,67
Utah,2021,37,74
Utah,2021,38,83
Utah,2021,39,67
Utah,2021,40,86
Utah,2021,41,81
Utah,2021,42,57
Utah,2021,43,105
Utah,2021,44,90
Utah,2021,45,76
Utah,2021,46,78
Utah,2021,47,65
Utah,2021,48,85
Utah,2021,49,62
Utah,2021,50,73
Utah,2021,51,49
Utah,2021,52,51
Utah,2022,1,60
Utah,2022,2,70
Utah,2022,3,102
Utah,2022,4,83
Utah,2022,5,87
Utah,2022,6,79
Utah,2022,7,41
Utah,2022,8,44
Utah,2022,9,32
Utah,2022,10,17
Utah,2022,11,
Utah,2022,12,
Vermont,2020,1,0
Vermont,2020,2,0
Vermont,2020,3,0
Vermont,2020,4,0
Vermont,2020,5,0
Vermont,2020,6,0
Vermont,2020,7,0
Vermont,2020,8,0
Vermont,2020,9,0
Vermont,2020,10,0
Vermont,2020,11,0
Vermont,2020,12,
Vermont,2020,13,
Vermont,2020,14,12
Vermont,2020,15,
Vermont,2020,16,10
Vermont,2020,17,11
Vermont,2020,18,
Vermont,2020,19,
Vermont,2020,20,0
Vermont,2020,21,0
Vermont,2020,22,0
Vermont,2020,23,0
Vermont,2020,24,0
Vermont,2020,25,0
Vermont,2020,26,0
Vermont,2020,27,0
Vermont,2020,28,0
Vermont,2020,29,0
Vermont,2020,30,0
Vermont,2020,31,0
Vermont,2020,32,0
Vermont,2020,33,0
Vermont,2020,34,0
Vermont,2020,35,0
Vermont,2020,36,0
Vermont,2020,37,0
Vermont,2020,38,0
Vermont,2020,39,0
Vermont,2020,40,0
Vermont,2020,41,0
Vermont,2020,42,0
Vermont,2020,43,0
Vermont,2020,44,0
Vermont,2020,45,
Vermont,2020,46,0
Vermont,2020,47,
Vermont,2020,48,
Vermont,2020,49,13
Vermont,2020,50,13
Vermont,2020,51,11
Vermont,2020,52,16
Vermont,2020,53,10
Vermont,2021,1,
Vermont,2021,2,
Vermont,2021,3,
Vermont,2021,4,
Vermont,2021,5,
Vermont,2021,6,
Vermont,2021,7,
Vermont,2021,8,
Vermont,2021,9,
Vermont,2021,10,
Vermont,2021,11,
Vermont,2021,12,
Vermont,2021,13,
Vermont,2021,14,
Vermont,2021,15,
Vermont,2021,16,
Vermont,2021,17,
Vermont,2021,18,
Vermont,2021,19,
Vermont,2021,20,
Vermont,2021,21,0
Vermont,2021,22,0
Vermont,2021,23,0
Vermont,2021,24,0
Vermont,2021,25,0
Vermont,2021,26,
Vermont,2021,27,0
Vermont,2021,28,0
Vermont,2021,29,0
Vermont,2021,30,0
Vermont,2021,31,
Vermont,2021,32,
Vermont,2021,33,
Vermont,2021,34,
Vermont,2021,35,
Vermont,2021,36,
Vermont,2021,37,
Vermont,2021,38,12
Vermont,2021,39,
Vermont,2021,40,
Vermont,2021,41,
Vermont,2021,42,
Vermont,2021,43,13
Vermont,2021,44,10
Vermont,2021,45,
Vermont,2021,46,
Vermont,2021,47,
Vermont,2021,48,12
Vermont,2021,49,13
Vermont,2021,50,15
Vermont,2021,51,
Vermont,2021,52,16
Vermont,2022,1,
Vermont,2022,2,16
Vermont,2022,3,18
Vermont,2022,4,13
Vermont,2022,5,10
Vermont,2022,6,
Vermont,2022,7,12
Vermont,2022,8,
Vermont,2022,9,
Vermont,2022,10,
Vermont,2022,11,
Vermont,2022,12,0
Virginia,2020,1,0
Virginia,2020,2,0
Virginia,2020,3,0
Virginia,2020,4,0
Virginia,2020,5,0
Virginia,2020,6,0
Virginia,2020,7,0
Virginia,2020,8,0
Virginia,2020,9,0
Virginia,2020,10,0
Virginia,2020,11,
Virginia,2020,12,
Virginia,2020,13,28
Virginia,2020,14,65
Virginia,2020,15,110
Virginia,2020,16,190
Virginia,2020,17,216
Virginia,2020,18,241
Virginia,2020,19,220
Virginia,2020,20,184
Virginia,2020,21,164
Virginia,2020,22,147
Virginia,2020,23,90
Virginia,2020,24,100
Virginia,2020,25,78
Virginia,2020,26,71
Virginia,2020,27,53
Virginia,2020,28,61
Virginia,2020,29,82
Virginia,2020,30,84
Virginia,2020,31,100
Virginia,2020,32,87
Virginia,2020,33,89
Virginia,2020,34,113
Virginia,2020,35,103
Virginia,2020,36,110
Virginia,2020,37,108
Virginia,2020,38,102
Virginia,2020,39,81
Virginia,2020,40,82
Virginia,2020,41,89
Virginia,2020,42,94
Virginia,2020,43,108
Virginia,2020,44,115
Virginia,2020,45,117
Virginia,2020,46,125
Virginia,2020,47,177
Virginia,2020,48,204
Virginia,2020,49,222
Virginia,2020,50,283
Virginia,2020,51,329
Virginia,2020,52,349
Virginia,2020,53,421
Virginia,2021,1,478
Virginia,2021,2,507
Virginia,2021,3,492
Virginia,2021,4,453
Virginia,2021,5,384
Virginia,2021,6,307
Virginia,2021,7,245
Virginia,2021,8,204
Virginia,2021,9,128
Virginia,2021,10,130
Virginia,2021,11,112
Virginia,2021,12,104
Virginia,2021,13,73
Virginia,2021,14,101
Virginia,2021,15,90
Virginia,2021,16,106
Virginia,2021,17,100
Virginia,2021,18,75
Virginia,2021,19,76
Virginia,2021,20,62
Virginia,2021,21,46
Virginia,2021,22,41
Virginia,2021,23,39
Virginia,2021,24,26
Virginia,2021,25,29
Virginia,2021,26,21
Virginia,2021,27,14
Virginia,2021,28,16
Virginia,2021,29,13
Virginia,2021,30,35
Virginia,2021,31,52
Virginia,2021,32,78
Virginia,2021,33,131
Virginia,2021,34,172
Virginia,2021,35,200
Virginia,2021,36,232
Virginia,2021,37,291
Virginia,2021,38,311
Virginia,2021,39,304
Virginia,2021,40,222
Virginia,2021,41,212
Virginia,2021,42,193
Virginia,2021,43,178
Virginia,2021,44,157
Virginia,2021,45,118
Virginia,2021,46,119
Virginia,2021,47,120
Virginia,2021,48,127
Virginia,2021,49,177
Virginia,2021,50,177
Virginia,2021,51,198
Virginia,2021,52,254
Virginia,2022,1,331
Virginia,2022,2,429
Virginia,2022,3,458
Virginia,2022,4,420
Virginia,2022,5,371
Virginia,2022,6,282
Virginia,2022,7,219
Virginia,2022,8,156
Virginia,2022,9,83
Virginia,2022,10,51
Virginia,2022,11,41
Virginia,2022,12,30
Washington,2020,1,0
Washington,2020,2,0
Washington,2020,3,0
Washington,2020,4,0
Washington,2020,5,0
Washington,2020,6,0
Washington,2020,7,0
Washington,2020,8,0
Washington,2020,9,
Washington,2020,10,19
Washington,2020,11,27
Washington,2020,12,62
Washington,2020,13,117
Washington,2020,14,157
Washington,2020,15,137
Washington,2020,16,116
Washington,2020,17,94
Washington,2020,18,73
Washington,2020,19,79
Washington,2020,20,63
Washington,2020,21,41
Washington,2020,22,32
Washington,2020,23,29
Washington,2020,24,38
Washington,2020,25,26
Washington,2020,26,29
Washington,2020,27,39
Washington,2020,28,53
Washington,2020,29,47
Washington,2020,30,70
Washington,2020,31,82
Washington,2020,32,74
Washington,2020,33,61
Washington,2020,34,44
Washington,2020,35,42
Washington,2020,36,34
Washington,2020,37,29
Washington,2020,38,37
Washington,2020,39,39
Washington,2020,40,41
Washington,2020,41,35
Washington,2020,42,31
Washington,2020,43,57
Washington,2020,44,60
Washington,2020,45,61
Washington,2020,46,80
Washington,2020,47,95
Washington,2020,48,137
Washington,2020,49,186
Washington,2020,50,204
Washington,2020,51,202
Washington,2020,52,179
Washington,2020,53,168
Washington,2021,1,193
Washington,2021,2,143
Washington,2021,3,149
Washington,2021,4,122
Washington,2021,5,122
Washington,2021,6,84
Washington,2021,7,73
Washington,2021,8,62
Washington,2021,9,55
Washington,2021,10,31
Washington,2021,11,30
Washington,2021,12,35
Washington,2021,13,24
Washington,2021,14,45
Washington,2021,15,46
Washington,2021,16,47
Washington,2021,17,53
Washington,2021,18,53
Washington,2021,19,61
Washington,2021,20,41
Washington,2021,21,54
Washington,2021,22,41
Washington,2021,23,50
Washington,2021,24,36
Washington,2021,25,38
Washington,2021,26,45
Washington,2021,27,28
Washington,2021,28,21
Washington,2021,29,30
Washington,2021,30,41
Washington,2021,31,68
Washington,2021,32,100
Washington,2021,33,143
Washington,2021,34,186
Washington,2021,35,252
Washington,2021,36,253
Washington,2021,37,283
Washington,2021,38,265
Washington,2021,39,231
Washington,2021,40,180
Washington,2021,41,202
Washington,2021,42,147
Washington,2021,43,145
Washington,2021,44,144
Washington,2021,45,145
Washington,2021,46,128
Washington,2021,47,133
Washington,2021,48,113
Washington,2021,49,122
Washington,2021,50,85
Washington,2021,51,80
Washington,2021,52,118
Washington,2022,1,151
Washington,2022,2,213
Washington,2022,3,248
Washington,2022,4,242
Washington,2022,5,202
Washington,2022,6,183
Washington,2022,7,130
Washington,2022,8,92
Washington,2022,9,49
Washington,2022,10,26
Washington,2022,11,20
Washington,2022,12,12
West Virginia,2020,1,0
West Virginia,2020,2,0
West Virginia,2020,3,0
West Virginia,2020,4,0
West Virginia,2020,5,0
West Virginia,2020,6,0
West Virginia,2020,7,0
West Virginia,2020,8,0
West Virginia,2020,9,0
West Virginia,2020,10,0
West Virginia,2020,11,0
West Virginia,2020,12,0
West Virginia,2020,13,
West Virginia,2020,14,
West Virginia,2020,15,
West Virginia,2020,16,
West Virginia,2020,17,13
West Virginia,2020,18,10
West Virginia,2020,19,
West Virginia,2020,20,11
West Virginia,2020,21,
West Virginia,2020,22,
West Virginia,2020,23,
West Virginia,2020,24,
West Virginia,2020,25,
West Virginia,2020,26,
West Virginia,2020,27,
West Virginia,2020,28,
West Virginia,2020,29,
West Virginia,2020,30,
West Virginia,2020,31,16
West Virginia,2020,32,21
West Virginia,2020,33,13
West Virginia,2020,34,24
West Virginia,2020,35,25
West Virginia,2020,36,24
West Virginia,2020,37,17
West Virginia,2020,38,27
West Virginia,2020,39,21
West Virginia,2020,40,21
West Virginia,2020,41,30
West Virginia,2020,42,19
West Virginia,2020,43,26
West Virginia,2020,44,40
West Virginia,2020,45,50
West Virginia,2020,46,49
West Virginia,2020,47,79
West Virginia,2020,48,80
West Virginia,2020,49,127
West Virginia,2020,50,155
West Virginia,2020,51,177
West Virginia,2020,52,156
West Virginia,2020,53,183
West Virginia,2021,1,196
West Virginia,2021,2,157
West Virginia,2021,3,125
West Virginia,2021,4,99
West Virginia,2021,5,87
West Virginia,2021,6,76
West Virginia,2021,7,45
West Virginia,2021,8,29
West Virginia,2021,9,24
West Virginia,2021,10,28
West Virginia,2021,11,19
West Virginia,2021,12,14
West Virginia,2021,13,19
West Virginia,2021,14,34
West Virginia,2021,15,27
West Virginia,2021,16,23
West Virginia,2021,17,26
West Virginia,2021,18,38
West Virginia,2021,19,27
West Virginia,2021,20,21
West Virginia,2021,21,23
West Virginia,2021,22,20
West Virginia,2021,23,12
West Virginia,2021,24,15
West Virginia,2021,25,
West Virginia,2021,26,
West Virginia,2021,27,
West Virginia,2021,28,
West Virginia,2021,29,
West Virginia,2021,30,18
West Virginia,2021,31,22
West Virginia,2021,32,27
West Virginia,2021,33,33
West Virginia,2021,34,73
West Virginia,2021,35,109
West Virginia,2021,36,125
West Virginia,2021,37,137
West Virginia,2021,38,164
West Virginia,2021,39,171
West Virginia,2021,40,168
West Virginia,2021,41,126
West Virginia,2021,42,134
West Virginia,2021,43,87
West Virginia,2021,44,99
West Virginia,2021,45,98
West Virginia,2021,46,90
West Virginia,2021,47,85
West Virginia,2021,48,74
West Virginia,2021,49,77
West Virginia,2021,50,75
West Virginia,2021,51,76
West Virginia,2021,52,85
West Virginia,2022,1,97
West Virginia,2022,2,128
West Virginia,2022,3,116
West Virginia,2022,4,129
West Virginia,2022,5,138
West Virginia,2022,6,117
West Virginia,2022,7,92
West Virginia,2022,8,71
West Virginia,2022,9,56
West Virginia,2022,10,33
West Virginia,2022,11,20
West Virginia,2022,12,14
Wisconsin,2020,1,0
Wisconsin,2020,2,0
Wisconsin,2020,3,0
Wisconsin,2020,4,
Wisconsin,2020,5,0
Wisconsin,2020,6,0
Wisconsin,2020,7,0
Wisconsin,2020,8,0
Wisconsin,2020,9,0
Wisconsin,2020,10,0
Wisconsin,2020,11,0
Wisconsin,2020,12,
Wisconsin,2020,13,19
Wisconsin,2020,14,75
Wisconsin,2020,15,72
Wisconsin,2020,16,70
Wisconsin,2020,17,40
Wisconsin,2020,18,70
Wisconsin,2020,19,54
Wisconsin,2020,20,48
Wisconsin,2020,21,58
Wisconsin,2020,22,86
Wisconsin,2020,23,42
Wisconsin,2020,24,40
Wisconsin,2020,25,34
Wisconsin,2020,26,34
Wisconsin,2020,27,20
Wisconsin,2020,28,15
Wisconsin,2020,29,28
Wisconsin,2020,30,42
Wisconsin,2020,31,41
Wisconsin,2020,32,41
Wisconsin,2020,33,37
Wisconsin,2020,34,33
Wisconsin,2020,35,37
Wisconsin,2020,36,30
Wisconsin,2020,37,35
Wisconsin,2020,38,30
Wisconsin,2020,39,48
Wisconsin,2020,40,76
Wisconsin,2020,41,113
Wisconsin,2020,42,174
Wisconsin,2020,43,234
Wisconsin,2020,44,287
Wisconsin,2020,45,364
Wisconsin,2020,46,455
Wisconsin,2020,47,497
Wisconsin,2020,48,420
Wisconsin,2020,49,432
Wisconsin,2020,50,379
Wisconsin,2020,51,356
Wisconsin,2020,52,268
Wisconsin,2020,53,248
Wisconsin,2021,1,220
Wisconsin,2021,2,180
Wisconsin,2021,3,156
Wisconsin,2021,4,130
Wisconsin,2021,5,106
Wisconsin,2021,6,71
Wisconsin,2021,7,50
Wisconsin,2021,8,51
Wisconsin,2021,9,28
Wisconsin,2021,10,28
Wisconsin,2021,11,18
Wisconsin,2021,12,22
Wisconsin,2021,13,19
Wisconsin,2021,14,29
Wisconsin,2021,15,33
Wisconsin,2021,16,24
Wisconsin,2021,17,31
Wisconsin,2021,18,28
Wisconsin,2021,19,32
Wisconsin,2021,20,26
Wisconsin,2021,21,21
Wisconsin,2021,22,24
Wisconsin,2021,23,10
Wisconsin,2021,24,
Wisconsin,2021,25,
Wisconsin,2021,26,12
Wisconsin,2021,27,
Wisconsin,2021,28,
Wisconsin,2021,29,
Wisconsin,2021,30,13
Wisconsin,2021,31,18
Wisconsin,2021,32,28
Wisconsin,2021,33,52
Wisconsin,2021,34,81
Wisconsin,2021,35,95
Wisconsin,2021,36,106
Wisconsin,2021,37,131
Wisconsin,2021,38,113
Wisconsin,2021,39,128
Wisconsin,2021,40,123
Wisconsin,2021,41,139
Wisconsin,2021,42,122
Wisconsin,2021,43,133
Wisconsin,2021,44,131
Wisconsin,2021,45,140
Wisconsin,2021,46,167
Wisconsin,2021,47,186
Wisconsin,2021,48,218
Wisconsin,2021,49,245
Wisconsin,2021,50,263
Wisconsin,2021,51,256
Wisconsin,2021,52,241
Wisconsin,2022,1,238
Wisconsin,2022,2,289
Wisconsin,2022,3,269
Wisconsin,2022,4,242
Wisconsin,2022,5,160
Wisconsin,2022,6,128
Wisconsin,2022,7,92
Wisconsin,2022,8,68
Wisconsin,2022,9,30
Wisconsin,2022,10,21
Wisconsin,2022,11,21
Wisconsin,2022,12,
Wyoming,2020,1,0
Wyoming,2020,2,0
Wyoming,2020,3,0
Wyoming,2020,4,0
Wyoming,2020,5,0
Wyoming,2020,6,0
Wyoming,2020,7,0
Wyoming,2020,8,0
Wyoming,2020,9,0
Wyoming,2020,10,0
Wyoming,2020,11,0
Wyoming,2020,12,0
Wyoming,2020,13,0
Wyoming,2020,14,0
Wyoming,2020,15,0
Wyoming,2020,16,
Wyoming,2020,17,
Wyoming,2020,18,0
Wyoming,2020,19,0
Wyoming,2020,20,
Wyoming,2020,21,
Wyoming,2020,22,
Wyoming,2020,23,
Wyoming,2020,24,
Wyoming,2020,25,
Wyoming,2020,26,0
Wyoming,2020,27,0
Wyoming,2020,28,
